"ISO","year","total_deaths","conflict"
"URY",2007,0,0
"URY",2008,0,0
"URY",2009,0,0
"URY",2010,0,0
"URY",2011,0,0
"URY",2012,0,0
"URY",2013,0,0
"URY",2014,0,0
"URY",2015,0,0
"URY",2016,0,0
"URY",2017,0,0
"URY",2018,0,0
"URY",2019,0,0
"USA",2000,0,0
"USA",2001,0,0
"USA",2002,2986,1
"USA",2003,0,0
"USA",2004,0,0
"USA",2005,0,0
"USA",2006,0,0
"USA",2007,0,0
"USA",2008,0,0
"USA",2009,0,0
"USA",2010,0,0
"USA",2011,2,0
"USA",2012,0,0
"USA",2013,0,0
"USA",2014,0,0
"USA",2015,0,0
"USA",2016,14,0
"USA",2017,0,0
"USA",2018,8,0
"USA",2019,0,0
"UZB",2000,50,1
"UZB",2001,297,1
"UZB",2002,0,0
"UZB",2003,0,0
"UZB",2004,0,0
"UZB",2005,37,1
"UZB",2006,0,0
"UZB",2007,0,0
"UZB",2008,0,0
"UZB",2009,0,0
"UZB",2010,16,0
"UZB",2011,0,0
"UZB",2012,0,0
"UZB",2013,0,0
"UZB",2014,0,0
"UZB",2015,0,0
"UZB",2016,0,0
"UZB",2017,0,0
"UZB",2018,0,0
"UZB",2019,0,0
"VCT",2000,0,0
"VCT",2001,0,0
"VCT",2002,0,0
"VCT",2003,0,0
"VCT",2004,0,0
"VCT",2005,0,0
"VCT",2006,0,0
"VCT",2007,0,0
"VCT",2008,0,0
"VCT",2009,0,0
"VCT",2010,0,0
"VCT",2011,0,0
"VCT",2012,0,0
"VCT",2013,0,0
"VCT",2014,0,0
"VCT",2015,0,0
"VCT",2016,0,0
"VCT",2017,0,0
"VCT",2018,0,0
"VCT",2019,0,0
"VEN",2000,26,1
"VEN",2001,27,1
"VEN",2002,27,1
"VEN",2003,27,1
"VEN",2004,25,1
"VEN",2005,31,1
"VEN",2006,30,1
"VEN",2007,22,0
"VEN",2008,16,0
"VEN",2009,27,1
"VEN",2010,25,1
"VEN",2011,22,0
"VEN",2012,10,0
"VEN",2013,33,1
"VEN",2014,6,0
"VEN",2015,44,1
"VEN",2016,32,1
"VEN",2017,59,1
"VEN",2018,72,1
"VEN",2019,78,1
"VNM",2000,0,0
"VNM",2001,0,0
"VNM",2002,0,0
"VNM",2003,0,0
"VNM",2004,0,0
"VNM",2005,0,0
"VNM",2006,0,0
"VNM",2007,0,0
"VNM",2008,0,0
"VNM",2009,0,0
"VNM",2010,0,0
"VNM",2011,0,0
"VNM",2012,0,0
"VNM",2013,0,0
"VNM",2014,0,0
"VNM",2015,0,0
"VNM",2016,0,0
"VNM",2017,0,0
"VNM",2018,0,0
"VNM",2019,0,0
"VUT",2000,0,0
"VUT",2001,0,0
"VUT",2002,0,0
"VUT",2003,0,0
"VUT",2004,0,0
"VUT",2005,0,0
"VUT",2006,0,0
"VUT",2007,0,0
"VUT",2008,0,0
"VUT",2009,0,0
"VUT",2010,0,0
"VUT",2011,0,0
"VUT",2012,0,0
"VUT",2013,0,0
"VUT",2014,0,0
"VUT",2015,0,0
"VUT",2016,0,0
"VUT",2017,0,0
"VUT",2018,0,0
"VUT",2019,0,0
"WSM",2000,0,0
"WSM",2001,0,0
"WSM",2002,0,0
"WSM",2003,0,0
"WSM",2004,0,0
"WSM",2005,0,0
"WSM",2006,0,0
"WSM",2007,0,0
"WSM",2008,0,0
"WSM",2009,0,0
"WSM",2010,0,0
"WSM",2011,0,0
"WSM",2012,0,0
"WSM",2013,0,0
"WSM",2014,0,0
"WSM",2015,0,0
"WSM",2016,0,0
"WSM",2017,0,0
"WSM",2018,0,0
"WSM",2019,0,0
"YEM",2000,0,0
"YEM",2001,0,0
"YEM",2002,0,0
"YEM",2003,0,0
"YEM",2004,6,0
"YEM",2005,28,1
"YEM",2006,0,0
"YEM",2007,0,0
"YEM",2008,0,0
"YEM",2009,21,0
"YEM",2010,94,1
"YEM",2011,201,1
"YEM",2012,1317,1
"YEM",2013,2345,1
"YEM",2014,582,1
"YEM",2015,2120,1
"YEM",2016,7239,1
"YEM",2017,3948,1
"YEM",2018,3493,1
"YEM",2019,4840,1
"ZAF",2000,19,0
"ZAF",2001,0,0
"ZAF",2002,0,0
"ZAF",2003,2,0
"ZAF",2004,0,0
"ZAF",2005,0,0
"ZAF",2006,0,0
"ZAF",2007,0,0
"ZAF",2008,0,0
"ZAF",2009,0,0
"ZAF",2010,0,0
"ZAF",2011,1,0
"ZAF",2012,0,0
"ZAF",2013,0,0
"ZAF",2014,0,0
"ZAF",2015,0,0
"ZAF",2016,0,0
"ZAF",2017,3,0
"ZAF",2018,0,0
"ZAF",2019,1,0
"ZMB",2000,0,0
"ZMB",2001,1,0
"ZMB",2002,7,0
"ZMB",2003,0,0
"ZMB",2004,0,0
"ZMB",2005,0,0
"ZMB",2006,0,0
"ZMB",2007,0,0
"ZMB",2008,0,0
"ZMB",2009,0,0
"ZMB",2010,0,0
"ZMB",2011,0,0
"ZMB",2012,0,0
"ZMB",2013,0,0
"ZMB",2014,0,0
"ZMB",2015,0,0
"ZMB",2016,0,0
"ZMB",2017,0,0
"ZMB",2018,0,0
"ZMB",2019,0,0
"ZWE",2000,1,0
"ZWE",2001,0,0
"ZWE",2002,0,0
"ZWE",2003,0,0
"ZWE",2004,0,0
"ZWE",2005,0,0
"ZWE",2006,0,0
"ZWE",2007,0,0
"ZWE",2008,0,0
"ZWE",2009,253,1
"ZWE",2010,0,0
"ZWE",2011,0,0
"ZWE",2012,1,0
"ZWE",2013,1,0
"ZWE",2014,0,0
"ZWE",2015,0,0
"ZWE",2016,0,0
"ZWE",2017,0,0
"ZWE",2018,0,0
"ZWE",2019,4,0
